,﻿
喜,xǐ
铣,xǐ
洗,xǐ
系,xì
隙,xì
戏,xì
细,xì
瞎,xiā
虾,xiā
匣,xiá
霞,xiá
辖,xiá
暇,xiá
峡,xiá
侠,xiá
狭,xiá
下,xià
厦,shà
夏,xià
吓,xià
掀,xiān
锨,xiān
先,xiān
仙,xiān
鲜,xiān
纤,xiān
咸,xián
贤,xián
衔,xián
舷,xián
闲,xián
涎,xián
弦,xián
嫌,xián
显,xiǎn
险,xiǎn
现,xiàn
献,xiàn
县,xiàn
腺,xiàn
馅,xiàn
羡,xiàn
宪,xiàn
陷,xiàn
限,xiàn
线,xiàn
相,xiāng
厢,xiāng
镶,xiāng
香,xiāng
箱,xiāng
襄,xiāng
湘,xiāng
乡,xiāng
翔,xiáng
祥,xiáng
详,xiáng
想,xiǎng
响,xiǎng
享,xiǎng
项,xiàng
巷,xiàng
橡,xiàng
像,xiàng
向,xiàng
象,xiàng
萧,xiāo
硝,xiāo
霄,xiāo
削,xuē
哮,xiāo
嚣,xiāo
销,xiāo
消,xiāo
宵,xiāo
淆,xiáo
晓,xiǎo
蠤,qiū
蠥,niè
蠦,lú
蠧,dù
蠨,xiāo
蠩,zhū
蠪,lóng
蠫,lí
蠬,lóng
蠭,fēng
蠮,yē
蠯,pí
蠰,náng
蠱,gǔ
蠳,yīng
蠴,shǔ
蠵,xī
蠶,cán
蠷,qú
蠸,quán
蠺,cán
蠻,mán
蠽,jié
蠾,zhú
蠿,zhuō
衁,huāng
衂,nǜ
衃,pēi
衆,zhòng
衇,mài
衈,èr
衉,kā
衊,miè
衋,xì
衎,kàn
衏,yuàn
衐,qú
衑,líng
衒,xuàn
術,shù
衕,tòng
衖,xiàng
衘,xián
衚,hú
衛,wèi
衜,dào
衝,chōng
衞,wèi
衟,dào
衠,zhūn
衦,gǎn
衧,yú
衪,yí
衭,fū
衯,fēn
衱,jié
衳,zhōng
衴,dǎn
衵,yì
衶,zhòng
衸,jiè
衹,zhǐ
衺,xié
衻,rán
衼,zhī
袀,jūn
袃,chài
袆,huī
袇,rán
袉,tuó
袊,lǐng
袌,bào
袎,yào
袏,zuò
袐,bì
袑,shào
袓,jù
袔,hè
袕,xué
袗,zhěn
袘,yí
袙,pà
袚,bō
袛,dī
袝,fù
袞,gǔn
袟,zhì
袠,zhì
袡,rán
袣,yì
袥,tuō
袦,nà
袧,gōu
袨,xuàn
袩,zhé
袪,qū
小,xiǎo
孝,xiào
校,xiào
肖,xiào
啸,xiào
笑,xiào
效,xiào
楔,xiē
些,xiē
歇,xiē
蝎,xiē
鞋,xié
协,xié
挟,xié
携,xié
邪,xié
斜,xié
胁,xié
谐,xié
写,xiě
械,xiè
卸,xiè
蟹,xiè
懈,xiè
泄,xiè
泻,xiè
谢,xiè
屑,xiè
薪,xīn
芯,xīn
锌,xīn
欣,xīn
辛,xīn
新,xīn
忻,xīn
心,xīn
信,xìn
衅,xìn
星,xīng
腥,xīng
猩,xīng
惺,xīng
兴,xīng
刑,xíng
型,xíng
形,xíng
邢,xíng
行,xíng
醒,xǐng
幸,xìng
杏,xìng
性,xìng
姓,xìng
兄,xiōng
凶,xiōng
胸,xiōng
匈,xiōng
汹,xiōng
雄,xióng
熊,xióng
休,xiū
修,xiū
羞,xiū
朽,xiǔ
嗅,xiù
锈,xiù
秀,xiù
袖,xiù
绣,xiù
墟,xū
戌,xū
需,xū
虚,xū
嘘,xū
须,xū
徐,xú
许,xǔ
蓄,xù
酗,xù
叙,xù
旭,xù
序,xù
畜,chù
恤,xù
絮,xù
婿,xù
绪,xù
续,xù
轩,xuān
喧,xuān
宣,xuān
悬,xuán
旋,xuán
玄,xuán
袬,yù
袮,mí
袯,bó
袰,bō
袲,chǐ
袳,chǐ
袴,kù
袵,rèn
袶,jiàng
袸,jiàn
袹,bó
袺,jié
袻,ér
袽,rú
袾,zhū
袿,guī
裀,yīn
裃,kǎ
裄,xing
裇,xū
裈,kūn
裊,niǎo
裋,shù
裌,jiá
裍,kǔn
裏,lǐ
裐,juān
裑,shēn
裓,gé
裖,zhěn
裗,liú
裚,jì
裛,yì
補,bǔ
裝,zhuāng
裞,shuì
裠,qún
裡,lǐ
裦,fóu
裧,chān
裩,kūn
裪,táo
裫,yuàn
裬,líng
裭,chǐ
裮,chāng
裯,chóu
裲,liǎng
裵,péi
裶,fēi
裷,yuān
裺,yǎn
裻,dú
製,zhì
裿,yǐ
褀,qí
褁,guǒ
褃,kèn
褄,qī
褅,tì
褆,tí
複,fù
褈,chóng
褉,xiè
褋,dié
褌,kūn
褍,duān
褎,xiù
褏,xiù
褑,yuàn
褔,fù
褕,yú
褖,tuàn
褗,yǎn
褘,huī
褜,páo
褝,dān
褞,yǔn
褟,tā
褠,gōu
褢,huái
褣,róng
褤,yuàn
褦,nài
褧,jiǒng
褨,suǒ
褩,bān
褬,sǎng
褭,niǎo
褮,yīng
褯,jiè
褱,huái
褲,kù
褳,lián
褵,lí
褷,shī
选,xuǎn
癣,xuǎn
眩,xuàn
绚,xuàn
靴,xuē
薛,xuē
学,xué
穴,xué
雪,xuě
血,xuè
勋,xūn
熏,xūn
循,xún
旬,xún
询,xún
寻,xún
驯,xùn
巡,xún
殉,xùn
汛,xùn
训,xùn
讯,xùn
逊,xùn
迅,xùn
压,yā
押,yā
鸦,yā
鸭,yā
呀,ya
丫,yā
芽,yá
牙,yá
蚜,yá
崖,yá
衙,yá
涯,yá
雅,yǎ
哑,yǎ
亚,yà
讶,yà
焉,yān
咽,yàn
阉,yān
烟,yān
淹,yān
盐,yán
严,yán
研,yán
蜒,yán
岩,yán
延,yán
言,yán
颜,yán
阎,yán
炎,yán
沿,yán
奄,yǎn
掩,yǎn
眼,yǎn
衍,yǎn
演,yǎn
艳,yàn
堰,yàn
燕,yàn
厌,yàn
砚,yàn
雁,yàn
唁,yàn
彦,yàn
焰,yàn
宴,yàn
谚,yàn
验,yàn
殃,yāng
央,yāng
鸯,yāng
秧,yāng
杨,yáng
扬,yáng
佯,yáng
疡,yáng
羊,yáng
洋,yáng
阳,yáng
氧,yǎng
仰,yǎng
痒,yǎng
养,yǎng
样,yàng
漾,yàng
邀,yāo
腰,yāo
妖,yāo
瑶,yáo
褸,lǚ
褹,yì
褺,diē
褻,xiè
褼,xiān
褽,wèi
褾,biǎo
褿,cáo
襀,jī
襂,sēn
襃,bāo
襅,bì
襆,fú
襇,jiǎn
襈,zhuàn
襉,jiǎn
襊,cuì
襋,jí
襌,dān
襍,zá
襎,fán
襏,bó
襐,xiàng
襑,xín
襒,bié
襓,ráo
襔,mǎn
襕,lán
襖,ǎo
襗,zé
襘,guì
襙,cào
襚,suì
襛,nóng
襜,chān
襝,liǎn
襠,dāng
襡,shǔ
襢,tǎn
襣,bì
襤,lán
襥,fú
襧,zhǐ
襨,duì
襩,shǔ
襪,wà
襫,shì
襬,bǎi
襭,xié
襮,bó
襯,chèn
襰,lài
襱,lóng
襲,xí
襳,xiān
襴,lán
襵,zhě
襶,dài
襷,jǔ
襸,zàn
襹,shī
襺,jiǎn
襼,yì
襽,lán
襾,yà
覀,xī
覂,fěng
覄,fù
覅,fiào
覇,bà
覈,hé
覉,jī
覊,jī
見,jiàn
覌,guān
覍,biàn
覎,yàn
規,guī
覐,jué
覑,piǎn
覒,mào
覓,mì
覔,mì
覕,miè
視,shì
覗,sì
覘,chān
覙,luó
覚,jué
覛,mì
覜,tiào
覝,lián
覞,yào
覟,zhì
覠,jūn
覡,xí
摇,yáo
尧,yáo
遥,yáo
窑,yáo
谣,yáo
姚,yáo
咬,yǎo
舀,yǎo
药,yào
要,yào
耀,yào
椰,yē
噎,yē
耶,yé
爷,yé
野,yě
冶,yě
也,yě
页,yè
掖,yē
业,yè
叶,yè
曳,yè
腋,yè
夜,yè
液,yè
一,yī
壹,yī
医,yī
揖,yī
铱,yī
依,yī
伊,yī
衣,yī
颐,yí
夷,yí
遗,yí
移,yí
仪,yí
胰,yí
疑,yí
沂,yí
宜,yí
姨,yí
彝,yí
椅,yǐ
蚁,yǐ
倚,yǐ
已,yǐ
乙,yǐ
矣,yǐ
以,yǐ
艺,yì
抑,yì
易,yì
邑,yì
屹,yì
亿,yì
役,yì
臆,yì
逸,yì
肄,yì
疫,yì
亦,yì
裔,yì
意,yì
毅,yì
忆,yì
义,yì
益,yì
溢,yì
诣,yì
议,yì
谊,yì
译,yì
异,yì
翼,yì
翌,yì
绎,yì
茵,yīn
荫,yīn
因,yīn
殷,yīn
音,yīn
阴,yīn
姻,yīn
吟,yín
银,yín
淫,yín
寅,yín
饮,yǐn
尹,yǐn
引,yǐn
隐,yǐn
覢,shǎn
覣,wēi
覤,xì
覥,tiǎn
覦,yú
覧,lǎn
覨,è
覩,dǔ
親,qīn
覫,pǎng
覬,jì
覭,míng
覮,yíng
覯,gòu
覰,qū
覱,zhàn
覲,jìn
観,guān
覴,dēng
覵,jiàn
覶,luó
覷,qù
覸,jiān
覹,wéi
覺,jué
覻,qū
覼,luó
覽,lǎn
覾,shěn
覿,dí
觀,guān
觃,yàn
觍,tiǎn
觓,qiú
觔,jīn
觕,cū
觗,zhì
觘,chào
觙,jí
觛,dàn
觝,dǐ
觟,huà
觠,quán
觡,gé
觢,shì
觤,guǐ
觧,jiě
觨,hùn
觩,qiú
觪,xīng
觬,ní
觭,jī
觮,lù
觰,zhā
觱,bì
觲,xīng
觴,shāng
觵,gōng
觶,zhì
觷,xué
觸,chù
觹,xī
觺,yí
觻,lì
觼,jué
觽,xī
觾,yàn
觿,xī
訁,yán
訂,dìng
訃,fù
訄,qiú
訅,qiú
訆,jiào
計,jì
訉,fàn
訊,xùn
訋,diào
訌,hòng
訍,chài
討,tǎo
訏,xū
訐,jié
訑,yí
訒,rèn
訓,xùn
訔,yín
訕,shàn
訖,qì
託,tuō
記,jì
訙,xùn
訚,yín
訛,é
訜,fēn
訝,yà
印,yìn
英,yīng
樱,yīng
婴,yīng
鹰,yīng
应,yīng
缨,yīng
莹,yíng
萤,yíng
营,yíng
荧,yíng
蝇,yíng
迎,yíng
赢,yíng
盈,yíng
影,yǐng
颖,yǐng
硬,yìng
映,yìng
哟,yō
拥,yōng
佣,yōng
臃,yōng
痈,yōng
庸,yōng
雍,yōng
踊,yǒng
蛹,yǒng
咏,yǒng
泳,yǒng
涌,yǒng
永,yǒng
恿,yǒng
勇,yǒng
用,yòng
幽,yōu
优,yōu
悠,yōu
忧,yōu
尤,yóu
由,yóu
邮,yóu
铀,yóu
犹,yóu
油,yóu
游,yóu
酉,yǒu
有,yǒu
友,yǒu
右,yòu
佑,yòu
釉,yòu
诱,yòu
又,yòu
幼,yòu
迂,yū
淤,yū
于,yú
盂,yú
榆,yú
虞,yú
愚,yú
舆,yú
余,yú
俞,yú
逾,yú
鱼,yú
愉,yú
渝,yú
渔,yú
隅,yú
予,yǔ
娱,yú
雨,yǔ
与,yǔ
屿,yǔ
禹,yǔ
宇,yǔ
语,yǔ
羽,yǔ
玉,yù
域,yù
芋,yù
郁,yù
吁,xū
遇,yù
喻,yù
峪,yù
御,yù
愈,yù
欲,yù
狱,yù
育,yù
誉,yù
訞,yāo
訟,sòng
訠,shěn
訡,yín
訢,xīn
訣,jué
訤,xiáo
訥,nè
訦,chén
訧,yóu
訨,zhǐ
訩,xiōng
訪,fǎng
訫,xìn
訬,chāo
設,shè
訮,yán
訯,sǎ
訰,zhùn
許,xǔ
訲,yì
訳,yì
訴,sù
訵,chī
訶,hē
訷,shēn
訸,hé
訹,xù
診,zhěn
註,zhù
証,zhèng
訽,gòu
訿,zǐ
詀,zhān
詁,gǔ
詂,fù
詃,jiǎn
詄,dié
詅,líng
詆,dǐ
詇,yàng
詉,náo
詊,pàn
詋,zhòu
詌,gàn
詍,yì
詎,jù
詏,yào
詐,zhà
詑,yí
詒,yí
詓,qǔ
詔,zhào
評,píng
詖,bì
詗,xiòng
詘,qū
詙,bá
詚,dá
詛,zǔ
詜,tāo
詝,zhǔ
詞,cí
詟,zhé
詠,yǒng
詡,xǔ
詢,xún
詣,yì
詤,huǎng
詥,hé
試,shì
詧,chá
詨,xiào
詩,shī
詪,hěn
詫,chà
詬,gòu
詭,guǐ
詮,quán
詯,huì
詰,jié
話,huà
該,gāi
詳,xiáng
詴,wēi
詵,shēn
詶,zhòu
詷,tóng
詸,mí
詺,mìng
詻,è
詼,huī
詽,yán
詾,xiōng
詿,guà
誀,èr
浴,yù
寓,yù
裕,yù
预,yù
豫,yù
驭,yù
鸳,yuān
渊,yuān
冤,yuān
元,yuán
垣,yuán
袁,yuán
原,yuán
援,yuán
辕,yuán
园,yuán
员,yuán
圆,yuán
猿,yuán
源,yuán
缘,yuán
远,yuǎn
苑,yuàn
愿,yuàn
怨,yuàn
院,yuàn
曰,yuē
约,yuē
越,yuè
跃,yuè
钥,yào
岳,yuè
粤,yuè
月,yuè
悦,yuè
阅,yuè
耘,yún
云,yún
郧,yún
匀,yún
陨,yǔn
允,yǔn
运,yùn
蕴,yùn
酝,yùn
晕,yūn
韵,yùn
孕,yùn
匝,zā
砸,zá
杂,zá
栽,zāi
哉,zāi
灾,zāi
宰,zǎi
载,zài
再,zài
在,zài
咱,zán
攒,zǎn
暂,zàn
赞,zàn
赃,zāng
脏,zàng
葬,zàng
遭,zāo
糟,zāo
凿,záo
藻,zǎo
枣,zǎo
早,zǎo
澡,zǎo
蚤,zǎo
躁,zào
噪,zào
造,zào
皂,zào
灶,zào
燥,zào
责,zé
择,zé
则,zé
泽,zé
贼,zéi
怎,zěn
增,zēng
憎,zēng
曾,céng
赠,zèng
扎,zhā
喳,zhā
渣,zhā
札,zhá
轧,yà
誁,bìng
誂,tiǎo
誃,yí
誄,lěi
誅,zhū
誆,kuāng
誇,kuā
誈,wū
誋,jì
誌,zhì
認,rèn
誎,cù
誏,lǎng
誐,é
誑,kuáng
誒,éi
誔,tǐng
誕,dàn
誖,bèi
誗,chán
誘,yòu
誙,kēng
誚,qiào
誛,qīn
誜,shuà
誝,ān
語,yǔ
誟,xiào
誠,chéng
誡,jiè
誢,xiàn
誣,wū
誤,wù
誥,gào
誦,sòng
誧,bū
誨,huì
誩,jìng
說,shuō
誫,zhèn
説,shuō
読,dú
誮,huā
誯,chàng
誰,shuí
誱,jié
課,kè
誳,qū
誴,cóng
誵,xiáo
誶,suì
誷,wǎng
誸,xián
誹,fěi
誺,chī
誻,tà
誼,yì
誽,nì
誾,yín
調,diào
諀,pǐ
諁,zhuó
諂,chǎn
諃,chēn
諄,zhūn
諅,jì
諆,qī
談,tán
諈,zhuì
諉,wěi
諊,jū
請,qǐng
諌,dǒng
諍,zhèng
諎,zé
諏,zōu
諐,qiān
諑,zhuó
諒,liàng
諓,jiàn
諔,chù
諕,háo
論,lùn
諗,shěn
諘,biǎo
諙,huà
諚,pián
諛,yú
諜,dié
諝,xū
諞,piǎn
諟,shì
諠,xuān
諡,shì
諢,hùn
諣,huà
铡,zhá
闸,zhá
眨,zhǎ
栅,zhà
榨,zhà
咋,zǎ
乍,zhà
炸,zhà
诈,zhà
摘,zhāi
斋,zhāi
宅,zhái
窄,zhǎi
债,zhài
寨,zhài
瞻,zhān
毡,zhān
詹,zhān
粘,zhān
沾,zhān
盏,zhǎn
斩,zhǎn
辗,niǎn
崭,zhǎn
展,zhǎn
蘸,zhàn
栈,zhàn
占,zhàn
战,zhàn
站,zhàn
湛,zhàn
绽,zhàn
樟,zhāng
章,zhāng
彰,zhāng
漳,zhāng
张,zhāng
掌,zhǎng
涨,zhǎng
杖,zhàng
丈,zhàng
帐,zhàng
账,zhàng
仗,zhàng
胀,zhàng
瘴,zhàng
障,zhàng
招,zhāo
昭,zhāo
找,zhǎo
沼,zhǎo
赵,zhào
照,zhào
罩,zhào
兆,zhào
肇,zhào
召,zhào
遮,zhē
折,zhé
哲,zhé
蛰,zhé
辙,zhé
者,zhě
锗,zhě
蔗,zhè
这,zhè
浙,zhè
珍,zhēn
斟,zhēn
真,zhēn
甄,zhēn
砧,zhēn
臻,zhēn
贞,zhēn
针,zhēn
侦,zhēn
枕,zhěn
疹,zhěn
诊,zhěn
震,zhèn
振,zhèn
镇,zhèn
阵,zhèn
蒸,zhēng
挣,zhēng
睁,zhēng
征,zhēng
狰,zhēng
争,zhēng
怔,zhēng
整,zhěng
拯,zhěng
正,zhèng
政,zhèng
諤,è
諥,zhòng
諦,dì
諧,xié
諨,fú
諩,pǔ
諪,tíng
諫,jiàn
諬,qǐ
諭,yù
諮,zī
諯,zhuān
諰,xǐ
諱,huì
諲,yīn
諳,ān
諴,xián
諵,nán
諶,chén
諷,fěng
諸,zhū
諹,yáng
諺,yàn
諻,huáng
諼,xuān
諽,gé
諾,nuò
諿,qī
謀,móu
謁,yè
謂,wèi
謃,xīng
謄,téng
謅,zhōu
謆,shàn
謈,pó
謉,kuì
謊,huǎng
謋,huò
謌,gē
謍,yíng
謎,mí
謏,xiǎo
謐,mì
謑,xǐ
謒,qiāng
謓,chēn
謔,xuè
謕,tí
謖,sù
謗,bàng
謘,chí
謙,qiān
謚,shì
講,jiǎng
謜,yuán
謝,xiè
謞,hè
謟,tāo
謠,yáo
謡,yáo
謢,lū
謣,yú
謤,biāo
謥,còng
謧,lí
謨,mó
謩,mó
謪,shāng
謫,zhé
謬,miù
謭,jiǎn
謮,zé
謯,jiē
謰,lián
謱,lóu
謲,càn
謳,ōu
謴,gùn
謵,xí
謶,zhuó
謷,áo
謸,áo
謹,jǐn
謺,zhé
謻,yí
謼,hū
謽,jiàng
謾,mán
謿,cháo
譀,hàn
譁,huá
譂,chǎn
譃,xū
譄,zēng
譅,sè
帧,zhēn
症,zhèng
郑,zhèng
证,zhèng
芝,zhī
枝,zhī
支,zhī
吱,zhī
蜘,zhī
知,zhī
肢,zhī
脂,zhī
汁,zhī
之,zhī
织,zhī
职,zhí
直,zhí
植,zhí
殖,zhí
执,zhí
值,zhí
侄,zhí
址,zhǐ
指,zhǐ
止,zhǐ
趾,zhǐ
只,zhǐ
旨,zhǐ
纸,zhǐ
志,zhì
挚,zhì
掷,zhì
至,zhì
致,zhì
置,zhì
帜,zhì
峙,zhì
制,zhì
智,zhì
秩,zhì
稚,zhì
质,zhì
炙,zhì
痔,zhì
滞,zhì
治,zhì
窒,zhì
中,zhōng
盅,zhōng
忠,zhōng
钟,zhōng
衷,zhōng
终,zhōng
种,zhǒng
肿,zhǒng
重,zhòng
仲,zhòng
众,zhòng
舟,zhōu
周,zhōu
州,zhōu
洲,zhōu
诌,zhōu
粥,zhōu
轴,zhóu
肘,zhǒu
帚,zhǒu
咒,zhòu
皱,zhòu
宙,zhòu
昼,zhòu
骤,zhòu
珠,zhū
株,zhū
蛛,zhū
朱,zhū
猪,zhū
诸,zhū
诛,zhū
逐,zhú
竹,zhú
烛,zhú
煮,zhǔ
拄,zhǔ
瞩,zhǔ
嘱,zhǔ
主,zhǔ
著,zhù
柱,zhù
助,zhù
蛀,zhù
贮,zhù
铸,zhù
筑,zhù
譆,xī
譇,zhā
譈,duì
證,zhèng
譊,náo
譋,lán
譌,é
譍,yīng
譎,jué
譏,jī
譐,zǔn
譑,jiǎo
譒,bò
譓,huì
譔,zhuàn
譕,wú
譖,zèn
譗,zhá
識,shí
譙,qiào
譚,tán
譛,zèn
譜,pǔ
譝,shéng
譞,xuān
譟,zào
譠,tán
譡,dǎng
譢,suì
譣,xiǎn
譤,jī
譥,jiào
譧,zhàn
譨,náng
譩,yī
譪,ǎi
譫,zhān
譭,huǐ
譮,huà
譯,yì
議,yì
譱,shàn
譲,ràng
譳,nòu
譴,qiǎn
譵,duì
譶,tà
護,hù
譸,zhōu
譹,háo
譺,ài
譻,yīng
譼,jiàn
譽,yù
譾,jiǎn
譿,huì
讀,dú
讁,zhé
讂,xuàn
讃,zàn
讄,lěi
讅,shěn
讆,wèi
讇,chǎn
讈,lì
讉,yí
變,biàn
讋,zhé
讌,yàn
讍,è
讎,chóu
讏,wèi
讐,chóu
讑,yào
讒,chán
讓,ràng
讔,yǐn
讕,lán
讖,chèn
讗,xié
讘,niè
讙,huān
讚,zàn
讛,yì
讜,dǎng
讝,zhán
讞,yàn
讟,dú
讬,tuō
讱,rèn
讻,xiōng
诇,xiòng
诐,bì
诪,zhōu
谉,shěn
谞,xū
住,zhù
注,zhù
祝,zhù
驻,zhù
抓,zhuā
爪,zhǎo
拽,zhuāi
专,zhuān
砖,zhuān
转,zhuǎn
撰,zhuàn
赚,zhuàn
篆,zhuàn
桩,zhuāng
庄,zhuāng
装,zhuāng
妆,zhuāng
撞,zhuàng
壮,zhuàng
状,zhuàng
椎,chuí
锥,zhuī
追,zhuī
赘,zhuì
坠,zhuì
缀,zhuì
谆,zhūn
准,zhǔn
捉,zhuō
拙,zhuō
卓,zhuó
桌,zhuō
琢,zuó
茁,zhuó
酌,zhuó
啄,zhuó
着,zhe
灼,zhuó
浊,zhuó
兹,zī
咨,zī
资,zī
姿,zī
滋,zī
淄,zī
孜,zī
紫,zǐ
仔,zǎi
籽,zǐ
滓,zǐ
子,zi
自,zì
渍,zì
字,zì
鬃,zōng
棕,zōng
踪,zōng
宗,zōng
综,zōng
总,zǒng
纵,zòng
邹,zōu
走,zǒu
奏,zòu
揍,zòu
租,zū
足,zú
卒,zú
族,zú
祖,zǔ
诅,zǔ
阻,zǔ
组,zǔ
钻,zuān
纂,zuǎn
嘴,zuǐ
醉,zuì
最,zuì
罪,zuì
尊,zūn
遵,zūn
昨,zuó
左,zuǒ
佐,zuǒ
柞,zhà
做,zuò
作,zuò
坐,zuò
座,zuò
谸,qiān
谹,hóng
谺,xiā
谻,jí
谼,hóng
谽,hān
谾,hōng
谿,xī
豀,xī
豂,liáo
豃,hǎn
豄,dú
豅,lóng
豈,qǐ
豊,lǐ
豋,dēng
豍,bī
豎,shù
豏,xiàn
豐,fēng
豑,zhì
豒,zhì
豓,yàn
豔,yàn
豖,chù
豗,huī
豘,tún
豙,yì
豛,yì
豜,jiān
豝,bā
豞,hòu
豟,è
豠,chú
豣,jiān
豤,kěn
豥,gāi
豦,jù
豧,fū
豨,xī
豩,bīn
豬,zhū
豭,jiā
豮,fén
豯,xī
豰,bó
豱,wēn
豲,huán
豴,dí
豵,zōng
豶,fén
豷,yì
豻,àn
豼,pí
豽,nà
豾,pī
豿,gǒu
貀,nà
貁,yòu
貃,mò
貄,sì
貆,huán
貇,kūn
貈,hé
貋,àn
貍,lí
貎,ní
貏,bǐ
貐,yǔ
貑,jiā
貒,tuān
貓,māo
貕,xī
貖,yì
貗,jù
貙,chū
貚,tán
貛,huān
貜,jué
貝,bèi
貞,zhēn
貟,yuán
負,fù
財,cái
貢,gòng
貣,tè
貤,yí
貥,háng
貦,wán
貧,pín
貨,huò
販,fàn
貪,tān
貫,guàn
責,zé
貭,zhì
亍,chù
丌,jī
兀,wù
丐,gài
廿,niàn
卅,sà
丕,pī
亘,gèn
丞,chéng
鬲,gé
孬,nāo
噩,è
丨,gǔn
禺,yú
丿,piě
匕,bǐ
乇,tuō
夭,yāo
爻,yáo
卮,zhī
氐,dī
囟,xìn
胤,yìn
馗,kuí
毓,yù
睾,gāo
鼗,táo
丶,zhǔ
亟,jí
鼐,nài
乜,miē
乩,jī
亓,qí
芈,mǐ
孛,bèi
啬,sè
嘏,gǔ
仄,zè
厍,shè
厝,cuò
厣,yǎn
厥,jué
厮,sī
靥,yè
赝,yàn
匚,fāng
叵,pǒ
匦,guǐ
匮,kuì
匾,biǎn
赜,zé
卦,guà
卣,yǒu
刂,dāo
刈,yì
刎,wěn
刭,jǐng
刳,kū
刿,guì
剀,kǎi
剌,lá
剞,jī
剡,shàn
剜,wān
蒯,kuǎi
剽,piāo
劂,jué
劁,qiāo
劐,huō
劓,yì
冂,jiōng
罔,wǎng
亻,rén
仃,dīng
仉,zhǎng
仂,lè
仨,sā
仡,gē
仫,mù
仞,rèn
伛,yǔ
仳,pǐ
伢,yá
佤,wǎ
仵,wǔ
伥,chāng
伧,cāng
伉,kàng
伫,zhù
佞,nìng
佧,kǎ
攸,yōu
佚,yì
佝,gōu
貮,èr
貯,zhù
貰,shì
貱,bì
貲,zī
貳,èr
貴,guì
貵,piǎn
貶,biǎn
買,mǎi
貸,dài
貹,shèng
貺,kuàng
費,fèi
貼,tiē
貽,yí
貾,chí
貿,mào
賀,hè
賁,bì
賂,lù
賃,lìn
賄,huì
賅,gāi
賆,pián
資,zī
賈,jiǎ
賉,xù
賊,zéi
賋,jiǎo
賌,gāi
賍,zāng
賎,jiàn
賏,yīng
賐,xùn
賑,zhèn
賒,shē
賓,bīn
賔,bīn
賕,qiú
賖,shē
賗,chuàn
賘,zāng
賙,zhōu
賚,lài
賛,zàn
賜,cì
賝,chēn
賞,shǎng
賟,tiǎn
賠,péi
賡,gēng
賢,xián
賣,mài
賤,jiàn
賥,suì
賦,fù
賧,tàn
賨,cóng
賩,cóng
質,zhì
賫,jī
賬,zhàng
賭,dǔ
賮,jìn
賯,xiōng
賰,chǔn
賱,yǔn
賲,bǎo
賳,zāi
賴,lài
賵,fèng
賶,càng
賷,jī
賸,shèng
賹,yì
賺,zhuàn
賻,fù
購,gòu
賽,sài
賾,zé
賿,liáo
贀,yì
贁,bài
贂,chěn
贃,wàn
贄,zhì
贅,zhuì
贆,biāo
贇,yūn
贈,zèng
贉,dàn
贊,zàn
贋,yàn
贌,pú
贍,shàn
佟,tóng
佗,tuó
伲,nì
伽,gā
佶,jí
佴,èr
侑,yòu
侉,kuǎ
侃,kǎn
侏,zhū
佾,yì
佻,tiāo
侪,chái
佼,jiǎo
侬,nóng
侔,móu
俦,chóu
俨,yǎn
俪,lì
俅,qiú
俚,lǐ
俣,yǔ
俜,pīng
俑,yǒng
俟,qí
俸,fèng
倩,qiàn
偌,ruò
俳,pái
倬,zhuō
倏,shū
倮,luǒ
倭,wō
俾,bǐ
倜,tì
倌,guān
倥,kōng
倨,jù
偾,fèn
偃,yǎn
偕,xié
偈,jì
偎,wēi
偬,zǒng
偻,lóu
傥,tǎng
傧,bīn
傩,nuó
傺,chì
僖,xī
儆,jǐng
僭,jiàn
僬,jiāo
僦,jiù
僮,tóng
儇,xuān
儋,dān
仝,tóng
氽,tǔn
佘,shé
佥,qiān
俎,zǔ
龠,yuè
汆,cuān
籴,dí
兮,xī
巽,xùn
黉,hóng
馘,guó
冁,chǎn
夔,kuí
勹,bāo
匍,pú
訇,hōng
匐,fú
凫,fú
夙,sù
兕,sì
亠,tóu
兖,yǎn
亳,bó
衮,gǔn
袤,mào
亵,xiè
脔,luán
裒,póu
禀,bǐng
嬴,yíng
蠃,luǒ
羸,léi
冫,bīng
冱,hù
冽,liè
冼,xiǎn
贎,wàn
贏,yíng
贐,jìn
贑,gàn
贒,xián
贓,zāng
贔,bì
贕,dú
贖,shú
贗,yàn
贘,shǎng
贙,xuàn
贚,lòng
贛,gàn
贜,zāng
贠,yuán
赑,bì
赒,zhōu
赗,fèng
赟,yūn
赥,xī
赨,tóng
赩,xì
赪,chēng
赬,chēng
赮,xiá
赯,táng
赱,zǒu
赲,lì
赸,shàn
赹,qióng
赺,yǐn
赻,xiǎn
赼,zī
赽,jué
赾,qǐn
赿,chí
趀,cī
趂,chèn
趃,dié
趆,dī
趇,xì
趈,zhān
趉,jué
趌,jí
趍,chí
趎,chú
趏,guā
趐,xuè
趒,tiáo
趓,duǒ
趕,gǎn
趖,suō
趗,cù
趘,xí
趙,zhào
趚,sù
趛,yǐn
趜,jú
趝,jiàn
趞,què
趠,chuò
趡,cuǐ
趢,lù
趤,dàng
趥,qiū
趦,zī
趧,tí
趨,qū
趩,chì
趪,huáng
趫,qiáo
趬,qiāo
趭,jiào
趮,zào
趯,tì
趰,ěr
趲,zǎn
趶,kù
趷,kē
趹,jué
趻,chěn
趽,fàng
跀,yuè
跁,bà
